,First AdjEM,First AdjO,First AdjD,First AdjT,First Luck,Second AdjEM,Second AdjO,Second AdjD,Second AdjT,Second Luck,Location,Result
5708,-0.66,100.5,101.2,62.2,0.037,-1.81,105.6,107.4,64.7,0.023,-1,0
5709,-0.66,100.5,101.2,62.2,0.037,11.51,109.0,97.5,64.7,0.007,1,0
5710,-0.66,100.5,101.2,62.2,0.037,-1.12,105.0,106.1,69.1,0.162,1,1
5711,-0.66,100.5,101.2,62.2,0.037,-1.25,107.7,108.9,65.3,0.021,-1,1
5712,-0.66,100.5,101.2,62.2,0.037,5.03,106.5,101.5,64.2,-0.031,-1,0
5713,-0.66,100.5,101.2,62.2,0.037,-0.18,110.3,110.5,68.9,-0.032,1,0
5714,-0.66,100.5,101.2,62.2,0.037,11.02,113.9,102.9,64.8,-0.072,-1,1
5715,-0.66,100.5,101.2,62.2,0.037,-11.29,99.0,110.3,68.2,0.074,-1,1
5716,-0.66,100.5,101.2,62.2,0.037,-6.04,101.2,107.2,70.5,0.011,1,1
5717,-0.66,100.5,101.2,62.2,0.037,-1.81,105.6,107.4,64.7,0.023,1,0
5718,-0.66,100.5,101.2,62.2,0.037,11.51,109.0,97.5,64.7,0.007,-1,1
5719,-0.66,100.5,101.2,62.2,0.037,-1.12,105.0,106.1,69.1,0.162,-1,0
5720,-0.66,100.5,101.2,62.2,0.037,-11.29,99.0,110.3,68.2,0.074,1,1
5721,-0.66,100.5,101.2,62.2,0.037,-1.25,107.7,108.9,65.3,0.021,1,0
5722,-0.66,100.5,101.2,62.2,0.037,-1.12,105.0,106.1,69.1,0.162,0,0
5723,-0.66,100.5,101.2,62.2,0.037,-3.99,105.4,109.4,65.1,0.043,0,0
5724,-0.86,102.7,103.5,67.7,0.074,-12.56,93.3,105.8,70.0,0.074,1,1
5725,-0.86,102.7,103.5,67.7,0.074,-7.8,97.4,105.2,68.2,0.045,1,1
5726,-0.86,102.7,103.5,67.7,0.074,-11.29,99.0,110.3,68.2,0.074,1,1
5727,-0.86,102.7,103.5,67.7,0.074,16.48,111.0,94.6,65.1,-0.054,0,0
5728,-0.86,102.7,103.5,67.7,0.074,-1.69,100.9,102.6,64.3,-0.078,0,1
5729,-0.86,102.7,103.5,67.7,0.074,14.85,116.8,101.9,64.7,-0.02,0,0
5730,-0.86,102.7,103.5,67.7,0.074,-11.71,92.0,103.7,72.2,-0.017,1,1
5731,-0.86,102.7,103.5,67.7,0.074,-1.69,100.9,102.6,64.3,-0.078,1,1
5732,-0.86,102.7,103.5,67.7,0.074,0.22,96.6,96.4,67.4,-0.029,1,1
5733,-0.86,102.7,103.5,67.7,0.074,-10.76,96.8,107.6,67.4,0.023,1,1
5734,-0.86,102.7,103.5,67.7,0.074,3.83,104.9,101.1,65.3,-0.034,0,0
5735,-0.86,102.7,103.5,67.7,0.074,-17.85,94.0,111.8,67.1,0.034,1,1
5736,-0.86,102.7,103.5,67.7,0.074,7.79,108.8,101.0,68.0,-0.067,1,1
5737,-0.86,102.7,103.5,67.7,0.074,4.48,102.1,97.7,66.3,0.083,-1,0
5738,-0.86,102.7,103.5,67.7,0.074,7.24,104.6,97.3,67.6,-0.051,-1,0
5739,-0.86,102.7,103.5,67.7,0.074,17.23,111.2,94.0,69.9,-0.028,1,1
5740,-0.86,102.7,103.5,67.7,0.074,6.27,106.6,100.3,67.4,0.054,1,0
5741,-0.86,102.7,103.5,67.7,0.074,27.7,116.8,89.1,63.6,-0.012,-1,0
5742,-0.86,102.7,103.5,67.7,0.074,17.23,111.2,94.0,69.9,-0.028,-1,0
5743,-0.86,102.7,103.5,67.7,0.074,7.24,104.6,97.3,67.6,-0.051,1,0
5744,-0.86,102.7,103.5,67.7,0.074,4.48,102.1,97.7,66.3,0.083,1,0
5745,-0.86,102.7,103.5,67.7,0.074,7.79,108.8,101.0,68.0,-0.067,-1,0
5746,-0.86,102.7,103.5,67.7,0.074,-0.27,103.6,103.9,66.5,-0.066,-1,1
5747,-0.86,102.7,103.5,67.7,0.074,12.59,108.9,96.3,68.4,0.048,1,0
5748,-0.86,102.7,103.5,67.7,0.074,-6.83,90.9,97.7,65.0,-0.015,-1,1
5749,-0.86,102.7,103.5,67.7,0.074,6.27,106.6,100.3,67.4,0.054,-1,0
5750,-0.86,102.7,103.5,67.7,0.074,-6.83,90.9,97.7,65.0,-0.015,1,1
5751,-0.86,102.7,103.5,67.7,0.074,-0.27,103.6,103.9,66.5,-0.066,1,1
5752,-0.86,102.7,103.5,67.7,0.074,8.11,104.0,95.9,66.9,-0.037,-1,0
5753,-0.86,102.7,103.5,67.7,0.074,7.24,104.6,97.3,67.6,-0.051,0,0
5754,-0.89,102.7,103.6,69.1,0.045,7.94,101.2,93.2,67.3,0.005,-1,0
5755,-0.89,102.7,103.6,69.1,0.045,-8.09,97.3,105.4,67.8,0.128,1,1
5756,-0.89,102.7,103.6,69.1,0.045,-21.52,97.8,119.3,67.1,0.009,1,1
5757,-0.89,102.7,103.6,69.1,0.045,-10.97,94.4,105.4,71.9,-0.021,1,1
5758,-0.89,102.7,103.6,69.1,0.045,-7.69,95.7,103.4,71.0,-0.015,-1,1
5759,-0.89,102.7,103.6,69.1,0.045,2.94,104.3,101.4,67.5,0.085,0,0
5760,-0.89,102.7,103.6,69.1,0.045,-6.41,104.1,110.5,71.8,-0.036,0,1
5761,-0.89,102.7,103.6,69.1,0.045,-21.92,94.8,116.7,64.6,-0.008,-1,1
5762,-0.89,102.7,103.6,69.1,0.045,-0.18,110.3,110.5,68.9,-0.032,1,0
5763,-0.89,102.7,103.6,69.1,0.045,-12.72,93.0,105.8,64.6,-0.034,1,1
5764,-0.89,102.7,103.6,69.1,0.045,10.33,110.0,99.6,67.9,0.014,-1,0
5765,-0.89,102.7,103.6,69.1,0.045,-10.62,98.9,109.5,65.4,-0.007,1,0
5766,-0.89,102.7,103.6,69.1,0.045,2.94,104.3,101.4,67.5,0.085,-1,0
5767,-0.89,102.7,103.6,69.1,0.045,-4.24,97.9,102.1,67.1,0.014,-1,1
5768,-0.89,102.7,103.6,69.1,0.045,-5.01,96.3,101.3,65.6,0.09,-1,0
5769,-0.89,102.7,103.6,69.1,0.045,-9.7,97.4,107.1,69.9,-0.023,-1,1
5770,-0.89,102.7,103.6,69.1,0.045,-2.71,105.8,108.5,65.9,-0.003,-1,0
5771,-0.89,102.7,103.6,69.1,0.045,12.94,110.1,97.2,68.0,0.026,-1,0
5772,-0.89,102.7,103.6,69.1,0.045,-10.97,95.0,106.0,68.2,-0.048,1,1
5773,-0.89,102.7,103.6,69.1,0.045,30.95,120.7,89.7,72.5,-0.039,-1,0
5774,-0.89,102.7,103.6,69.1,0.045,19.53,110.1,90.6,63.6,0.039,1,0
5775,-0.89,102.7,103.6,69.1,0.045,17.38,110.5,93.1,68.9,-0.042,1,0
5776,-0.89,102.7,103.6,69.1,0.045,17.38,110.5,93.1,68.9,-0.042,-1,1
5777,-0.89,102.7,103.6,69.1,0.045,-2.71,105.8,108.5,65.9,-0.003,1,1
5778,-0.89,102.7,103.6,69.1,0.045,-5.01,96.3,101.3,65.6,0.09,1,1
5779,-0.89,102.7,103.6,69.1,0.045,-9.7,97.4,107.1,69.9,-0.023,1,1
5780,-0.89,102.7,103.6,69.1,0.045,-10.97,95.0,106.0,68.2,-0.048,-1,1
5781,-0.89,102.7,103.6,69.1,0.045,10.83,111.8,101.0,70.8,-0.014,-1,0
5782,-0.89,102.7,103.6,69.1,0.045,-5.01,96.3,101.3,65.6,0.09,0,1
5783,-0.89,102.7,103.6,69.1,0.045,10.83,111.8,101.0,70.8,-0.014,0,0
5784,-0.89,102.7,103.6,69.1,0.045,-8.5,97.0,105.5,72.2,0.038,1,1
5785,-0.89,102.7,103.6,69.1,0.045,0.61,106.7,106.1,68.5,0.051,-1,0
5786,-1.12,99.9,101.0,68.3,0.065,18.75,112.0,93.3,67.2,0.033,-1,0
5787,-1.12,99.9,101.0,68.3,0.065,-6.41,104.1,110.5,71.8,-0.036,-1,1
5788,-1.12,99.9,101.0,68.3,0.065,4.35,103.4,99.1,64.8,0.024,1,0
5789,-1.12,99.9,101.0,68.3,0.065,-3.55,100.0,103.5,67.4,0.058,1,1
5790,-1.12,99.9,101.0,68.3,0.065,-14.14,98.7,112.9,71.9,0.098,1,1
5791,-1.12,99.9,101.0,68.3,0.065,-21.52,97.8,119.3,67.1,0.009,-1,1
5792,-1.12,99.9,101.0,68.3,0.065,-22.53,92.7,115.3,70.8,-0.1,-1,1
5793,-1.12,99.9,101.0,68.3,0.065,25.64,110.7,85.0,66.5,-0.031,-1,0
5794,-1.12,99.9,101.0,68.3,0.065,-8.48,95.5,104.0,63.2,0.068,1,1
5795,-1.12,99.9,101.0,68.3,0.065,-7.3,96.1,103.4,66.0,0.038,1,1
5796,-1.12,99.9,101.0,68.3,0.065,-1.15,101.5,102.6,69.6,-0.022,-1,0
5797,-1.12,99.9,101.0,68.3,0.065,-8.4,101.0,109.4,67.7,0.005,-1,1
5798,-1.12,99.9,101.0,68.3,0.065,-4.28,97.7,102.0,65.2,-0.027,1,1
5799,-1.12,99.9,101.0,68.3,0.065,3.08,105.7,102.7,63.8,0.114,1,1
5800,-1.12,99.9,101.0,68.3,0.065,0.26,101.0,100.8,64.5,0.015,-1,0
5801,-1.12,99.9,101.0,68.3,0.065,1.3,102.6,101.3,67.0,-0.078,-1,1
5802,-1.12,99.9,101.0,68.3,0.065,-8.4,101.0,109.4,67.7,0.005,1,0
5803,-1.12,99.9,101.0,68.3,0.065,-1.15,101.5,102.6,69.6,-0.022,1,1
5804,-1.12,99.9,101.0,68.3,0.065,-1.59,98.7,100.3,67.0,0.082,-1,0
5805,-1.12,99.9,101.0,68.3,0.065,1.18,102.8,101.6,66.5,-0.04,-1,0
5806,-1.12,99.9,101.0,68.3,0.065,3.08,105.7,102.7,63.8,0.114,-1,0
5807,-1.12,99.9,101.0,68.3,0.065,-4.28,97.7,102.0,65.2,-0.027,-1,1
5808,-1.12,99.9,101.0,68.3,0.065,1.3,102.6,101.3,67.0,-0.078,1,0
5809,-1.12,99.9,101.0,68.3,0.065,0.26,101.0,100.8,64.5,0.015,1,1
5810,-1.12,99.9,101.0,68.3,0.065,-8.4,101.0,109.4,67.7,0.005,0,1
5811,-1.12,99.9,101.0,68.3,0.065,1.6,101.5,99.9,67.3,0.062,0,0
5812,-1.12,105.0,106.1,69.1,0.162,17.38,110.5,93.1,68.9,-0.042,-1,0
5813,-1.12,105.0,106.1,69.1,0.162,-5.36,105.4,110.8,66.6,-0.108,-1,1
5814,-1.12,105.0,106.1,69.1,0.162,-10.76,96.8,107.6,67.4,0.023,0,1
5815,-1.12,105.0,106.1,69.1,0.162,-12.97,97.7,110.7,69.6,-0.042,0,1
5816,-1.12,105.0,106.1,69.1,0.162,9.43,108.5,99.0,68.9,0.066,1,0
5817,-1.12,105.0,106.1,69.1,0.162,-13.19,97.1,110.3,69.4,-0.002,-1,1
5818,-1.12,105.0,106.1,69.1,0.162,-13.5,87.3,100.8,66.6,0.034,1,1
5819,-1.12,105.0,106.1,69.1,0.162,-4.32,104.7,109.0,66.2,-0.116,1,1
5820,-1.12,105.0,106.1,69.1,0.162,6.02,105.7,99.7,65.2,-0.07,-1,1
5821,-1.12,105.0,106.1,69.1,0.162,11.02,113.9,102.9,64.8,-0.072,-1,0
5822,-1.12,105.0,106.1,69.1,0.162,-1.81,105.6,107.4,64.7,0.023,-1,0
5823,-1.12,105.0,106.1,69.1,0.162,-11.29,99.0,110.3,68.2,0.074,1,1
5824,-1.12,105.0,106.1,69.1,0.162,5.03,106.5,101.5,64.2,-0.031,-1,0
5825,-1.12,105.0,106.1,69.1,0.162,-1.25,107.7,108.9,65.3,0.021,1,0
5826,-1.12,105.0,106.1,69.1,0.162,-0.18,110.3,110.5,68.9,-0.032,-1,0
5827,-1.12,105.0,106.1,69.1,0.162,-0.66,100.5,101.2,62.2,0.037,-1,0
5828,-1.12,105.0,106.1,69.1,0.162,-1.81,105.6,107.4,64.7,0.023,1,1
5829,-1.12,105.0,106.1,69.1,0.162,-11.29,99.0,110.3,68.2,0.074,-1,1
5830,-1.12,105.0,106.1,69.1,0.162,11.51,109.0,97.5,64.7,0.007,1,1
5831,-1.12,105.0,106.1,69.1,0.162,-6.04,101.2,107.2,70.5,0.011,-1,0
5832,-1.12,105.0,106.1,69.1,0.162,5.03,106.5,101.5,64.2,-0.031,1,1
5833,-1.12,105.0,106.1,69.1,0.162,-1.25,107.7,108.9,65.3,0.021,-1,1
5834,-1.12,105.0,106.1,69.1,0.162,-0.18,110.3,110.5,68.9,-0.032,1,1
5835,-1.12,105.0,106.1,69.1,0.162,-0.66,100.5,101.2,62.2,0.037,1,1
5836,-1.12,105.0,106.1,69.1,0.162,-6.04,101.2,107.2,70.5,0.011,1,1
5837,-1.12,105.0,106.1,69.1,0.162,11.02,113.9,102.9,64.8,-0.072,1,1
5838,-1.12,105.0,106.1,69.1,0.162,11.51,109.0,97.5,64.7,0.007,-1,0
5839,-1.12,105.0,106.1,69.1,0.162,-0.66,100.5,101.2,62.2,0.037,0,1
5840,-1.12,105.0,106.1,69.1,0.162,11.02,113.9,102.9,64.8,-0.072,0,0
5841,-1.15,101.5,102.6,69.6,-0.022,-17.85,94.0,111.8,67.1,0.034,-1,1
5842,-1.15,101.5,102.6,69.6,-0.022,14.04,107.0,92.9,67.2,-0.02,-1,0
5843,-1.15,101.5,102.6,69.6,-0.022,-5.74,101.2,106.9,72.3,-0.017,-1,0
5844,-1.15,101.5,102.6,69.6,-0.022,-9.2,93.3,102.5,63.7,-0.002,1,0
5845,-1.15,101.5,102.6,69.6,-0.022,-8.5,97.0,105.5,72.2,0.038,1,1
5846,-1.15,101.5,102.6,69.6,-0.022,-12.97,97.7,110.7,69.6,-0.042,1,1
5847,-1.15,101.5,102.6,69.6,-0.022,7.3,105.6,98.3,68.5,0.025,-1,0
5848,-1.15,101.5,102.6,69.6,-0.022,27.7,116.8,89.1,63.6,-0.012,-1,0
5849,-1.15,101.5,102.6,69.6,-0.022,0.26,101.0,100.8,64.5,0.015,-1,1
5850,-1.15,101.5,102.6,69.6,-0.022,1.3,102.6,101.3,67.0,-0.078,-1,1
5851,-1.15,101.5,102.6,69.6,-0.022,-1.12,99.9,101.0,68.3,0.065,1,1
5852,-1.15,101.5,102.6,69.6,-0.022,-4.28,97.7,102.0,65.2,-0.027,-1,0
5853,-1.15,101.5,102.6,69.6,-0.022,3.08,105.7,102.7,63.8,0.114,-1,0
5854,-1.15,101.5,102.6,69.6,-0.022,1.18,102.8,101.6,66.5,-0.04,1,0
5855,-1.15,101.5,102.6,69.6,-0.022,-1.59,98.7,100.3,67.0,0.082,1,1
5856,-1.15,101.5,102.6,69.6,-0.022,1.6,101.5,99.9,67.3,0.062,1,0
5857,-1.15,101.5,102.6,69.6,-0.022,-7.3,96.1,103.4,66.0,0.038,1,0
5858,-1.15,101.5,102.6,69.6,-0.022,-15.18,96.9,112.1,66.7,0.075,-1,1
5859,-1.15,101.5,102.6,69.6,-0.022,-1.12,99.9,101.0,68.3,0.065,-1,0
5860,-1.15,101.5,102.6,69.6,-0.022,3.08,105.7,102.7,63.8,0.114,1,0
5861,-1.15,101.5,102.6,69.6,-0.022,-4.28,97.7,102.0,65.2,-0.027,1,0
5862,-1.15,101.5,102.6,69.6,-0.022,-8.4,101.0,109.4,67.7,0.005,-1,1
5863,-1.15,101.5,102.6,69.6,-0.022,-8.4,101.0,109.4,67.7,0.005,1,1
5864,-1.15,101.5,102.6,69.6,-0.022,-7.3,96.1,103.4,66.0,0.038,-1,1
5865,-1.15,101.5,102.6,69.6,-0.022,1.6,101.5,99.9,67.3,0.062,-1,0
5866,-1.15,101.5,102.6,69.6,-0.022,-4.28,97.7,102.0,65.2,-0.027,0,1
5867,-1.15,101.5,102.6,69.6,-0.022,3.08,105.7,102.7,63.8,0.114,0,1
5868,-1.15,101.5,102.6,69.6,-0.022,-1.59,98.7,100.3,67.0,0.082,0,1
5869,-1.15,101.5,102.6,69.6,-0.022,1.6,101.5,99.9,67.3,0.062,0,0
5870,-1.19,95.3,96.5,64.7,0.037,11.23,107.6,96.4,59.5,0.025,-1,1
5871,-1.19,95.3,96.5,64.7,0.037,18.86,115.0,96.1,63.3,-0.062,1,0
5872,-1.19,95.3,96.5,64.7,0.037,3.59,103.0,99.4,67.0,0.001,-1,0
5873,-1.19,95.3,96.5,64.7,0.037,-10.2,95.3,105.5,64.1,0.023,0,1
5874,-1.19,95.3,96.5,64.7,0.037,11.02,113.9,102.9,64.8,-0.072,-1,1
5875,-1.19,95.3,96.5,64.7,0.037,-6.56,96.1,102.6,63.3,-0.036,-1,1
5876,-1.19,95.3,96.5,64.7,0.037,-17.33,90.2,107.5,68.8,0.015,1,1
5877,-1.19,95.3,96.5,64.7,0.037,4.84,105.9,101.1,64.8,-0.108,-1,0
5878,-1.19,95.3,96.5,64.7,0.037,-2.88,100.8,103.7,66.2,-0.048,-1,1
5879,-1.19,95.3,96.5,64.7,0.037,10.91,109.6,98.7,64.8,-0.015,1,0
5880,-1.19,95.3,96.5,64.7,0.037,-20.07,91.2,111.3,67.1,0.059,-1,1
5881,-1.19,95.3,96.5,64.7,0.037,-3.99,105.4,109.4,65.1,0.043,1,1
5882,-1.19,95.3,96.5,64.7,0.037,-17.09,99.9,117.0,67.7,0.039,1,1
5883,-1.19,95.3,96.5,64.7,0.037,-14.41,97.1,111.5,64.8,-0.041,-1,1
5884,-1.19,95.3,96.5,64.7,0.037,4.41,108.2,103.8,67.2,-0.076,1,0
5885,-1.19,95.3,96.5,64.7,0.037,-3.99,105.4,109.4,65.1,0.043,-1,1
5886,-1.19,95.3,96.5,64.7,0.037,-12.07,98.1,110.2,68.1,-0.015,1,0
5887,-1.19,95.3,96.5,64.7,0.037,-11.12,96.5,107.6,68.8,0.025,1,0
5888,-1.19,95.3,96.5,64.7,0.037,-17.09,99.9,117.0,67.7,0.039,-1,1
5889,-1.19,95.3,96.5,64.7,0.037,-16.2,94.4,110.6,64.9,0.003,1,1
5890,-1.19,95.3,96.5,64.7,0.037,-12.07,98.1,110.2,68.1,-0.015,-1,0
5891,-1.19,95.3,96.5,64.7,0.037,-8.58,96.4,104.9,64.6,-0.037,-1,1
5892,-1.19,95.3,96.5,64.7,0.037,-14.41,97.1,111.5,64.8,-0.041,1,1
5893,-1.19,95.3,96.5,64.7,0.037,-11.12,96.5,107.6,68.8,0.025,-1,1
5894,-1.19,95.3,96.5,64.7,0.037,-16.2,94.4,110.6,64.9,0.003,-1,1
5895,-1.19,95.3,96.5,64.7,0.037,-20.07,91.2,111.3,67.1,0.059,1,0
5896,-1.19,95.3,96.5,64.7,0.037,-8.58,96.4,104.9,64.6,-0.037,1,1
5897,-1.19,95.3,96.5,64.7,0.037,4.41,108.2,103.8,67.2,-0.076,-1,0
5898,-1.19,95.3,96.5,64.7,0.037,-16.2,94.4,110.6,64.9,0.003,1,1
5899,-1.19,95.3,96.5,64.7,0.037,-3.99,105.4,109.4,65.1,0.043,1,1
5900,-1.19,95.3,96.5,64.7,0.037,4.41,108.2,103.8,67.2,-0.076,-1,0
5901,-1.22,111.8,113.0,69.1,0.052,-6.01,103.8,109.8,68.3,0.044,1,1
5902,-1.22,111.8,113.0,69.1,0.052,1.98,100.7,98.8,68.8,0.063,-1,0
5903,-1.22,111.8,113.0,69.1,0.052,9.31,105.3,96.0,62.0,-0.037,1,1
5904,-1.22,111.8,113.0,69.1,0.052,-0.48,103.3,103.8,69.5,0.023,0,0
5905,-1.22,111.8,113.0,69.1,0.052,-0.66,100.5,101.2,62.2,0.037,0,1
5906,-1.22,111.8,113.0,69.1,0.052,-8.39,101.4,109.8,69.9,0.021,0,0
5907,-1.22,111.8,113.0,69.1,0.052,-6.7,96.2,102.9,67.5,-0.063,1,1
5908,-1.22,111.8,113.0,69.1,0.052,10.82,106.9,96.1,64.9,0.001,1,1
5909,-1.22,111.8,113.0,69.1,0.052,-4.68,97.8,102.4,67.2,-0.045,1,1
5910,-1.22,111.8,113.0,69.1,0.052,-7.65,97.0,104.6,64.4,-0.064,-1,0
5911,-1.22,111.8,113.0,69.1,0.052,12.98,105.8,92.8,59.3,0.001,-1,0
5912,-1.22,111.8,113.0,69.1,0.052,-2.85,100.6,103.5,64.3,-0.072,1,1
5913,-1.22,111.8,113.0,69.1,0.052,9.45,108.1,98.7,66.8,0.061,-1,0
5914,-1.22,111.8,113.0,69.1,0.052,-9.85,98.8,108.7,65.9,-0.047,1,0
5915,-1.22,111.8,113.0,69.1,0.052,14.85,116.8,101.9,64.7,-0.02,-1,0
5916,-1.22,111.8,113.0,69.1,0.052,3.27,99.3,96.0,67.3,-0.089,1,0
5917,-1.22,111.8,113.0,69.1,0.052,11.45,109.3,97.8,67.9,-0.021,1,1
5918,-1.22,111.8,113.0,69.1,0.052,11.45,109.3,97.8,67.9,-0.021,-1,0
5919,-1.22,111.8,113.0,69.1,0.052,-4.68,98.9,103.6,67.2,-0.005,-1,1
5920,-1.22,111.8,113.0,69.1,0.052,4.84,105.9,101.1,64.8,-0.108,1,0
5921,-1.22,111.8,113.0,69.1,0.052,3.27,99.3,96.0,67.3,-0.089,-1,1
5922,-1.22,111.8,113.0,69.1,0.052,-4.46,99.3,103.8,68.9,0.043,1,0
5923,-1.22,111.8,113.0,69.1,0.052,0.6,100.4,99.8,68.0,-0.085,1,1
5924,-1.22,111.8,113.0,69.1,0.052,10.71,109.2,98.5,65.7,0.1,-1,0
5925,-1.22,111.8,113.0,69.1,0.052,-4.68,98.9,103.6,67.2,-0.005,1,1
5926,-1.22,111.8,113.0,69.1,0.052,14.46,109.1,94.6,63.1,-0.039,-1,0
5927,-1.22,111.8,113.0,69.1,0.052,12.31,101.1,88.8,68.6,0.059,1,0
5928,-1.22,111.8,113.0,69.1,0.052,-0.43,94.7,95.1,67.6,0.017,-1,0
5929,-1.22,111.8,113.0,69.1,0.052,-0.43,94.7,95.1,67.6,0.017,1,1
5930,-1.22,111.8,113.0,69.1,0.052,4.84,105.9,101.1,64.8,-0.108,-1,1
5931,-1.22,111.8,113.0,69.1,0.052,-4.46,99.3,103.8,68.9,0.043,0,1
5932,-1.22,111.8,113.0,69.1,0.052,14.46,109.1,94.6,63.1,-0.039,0,0
5933,-1.25,107.7,108.9,65.3,0.021,0.26,101.0,100.8,64.5,0.015,-1,0
5934,-1.25,107.7,108.9,65.3,0.021,25.1,111.5,86.4,67.4,0.029,-1,0
5935,-1.25,107.7,108.9,65.3,0.021,-8.05,102.2,110.3,68.6,0.067,1,1
5936,-1.25,107.7,108.9,65.3,0.021,15.42,111.5,96.1,66.1,0.074,0,1
5937,-1.25,107.7,108.9,65.3,0.021,11.4,113.2,101.7,67.1,-0.04,0,1
5938,-1.25,107.7,108.9,65.3,0.021,1.58,101.6,100.0,66.0,0.056,0,1
5939,-1.25,107.7,108.9,65.3,0.021,13.67,112.4,98.8,68.9,-0.035,-1,0
5940,-1.25,107.7,108.9,65.3,0.021,4.35,103.4,99.1,64.8,0.024,1,1
5941,-1.25,107.7,108.9,65.3,0.021,-10.76,96.8,107.6,67.4,0.023,1,0
5942,-1.25,107.7,108.9,65.3,0.021,-2.97,102.3,105.3,66.8,-0.036,-1,0
5943,-1.25,107.7,108.9,65.3,0.021,-3.99,106.7,110.6,68.6,-0.024,-1,1
5944,-1.25,107.7,108.9,65.3,0.021,11.51,109.0,97.5,64.7,0.007,-1,0
5945,-1.25,107.7,108.9,65.3,0.021,-0.18,110.3,110.5,68.9,-0.032,1,1
5946,-1.25,107.7,108.9,65.3,0.021,5.03,106.5,101.5,64.2,-0.031,1,0
5947,-1.25,107.7,108.9,65.3,0.021,-11.29,99.0,110.3,68.2,0.074,1,1
5948,-1.25,107.7,108.9,65.3,0.021,11.02,113.9,102.9,64.8,-0.072,-1,0
5949,-1.25,107.7,108.9,65.3,0.021,-1.12,105.0,106.1,69.1,0.162,-1,1
5950,-1.25,107.7,108.9,65.3,0.021,-1.81,105.6,107.4,64.7,0.023,1,1
5951,-1.25,107.7,108.9,65.3,0.021,-6.04,101.2,107.2,70.5,0.011,1,0
5952,-1.25,107.7,108.9,65.3,0.021,-0.66,100.5,101.2,62.2,0.037,1,0
5953,-1.25,107.7,108.9,65.3,0.021,-0.18,110.3,110.5,68.9,-0.032,-1,0
5954,-1.25,107.7,108.9,65.3,0.021,-11.29,99.0,110.3,68.2,0.074,-1,0
5955,-1.25,107.7,108.9,65.3,0.021,5.03,106.5,101.5,64.2,-0.031,-1,0
5956,-1.25,107.7,108.9,65.3,0.021,11.02,113.9,102.9,64.8,-0.072,1,1
5957,-1.25,107.7,108.9,65.3,0.021,-1.12,105.0,106.1,69.1,0.162,1,0
5958,-1.25,107.7,108.9,65.3,0.021,-1.81,105.6,107.4,64.7,0.023,-1,0
5959,-1.25,107.7,108.9,65.3,0.021,-6.04,101.2,107.2,70.5,0.011,-1,1
5960,-1.25,107.7,108.9,65.3,0.021,11.51,109.0,97.5,64.7,0.007,1,0
5961,-1.25,107.7,108.9,65.3,0.021,-0.66,100.5,101.2,62.2,0.037,-1,1
5962,-1.25,107.7,108.9,65.3,0.021,-6.04,101.2,107.2,70.5,0.011,0,0
5963,-1.28,97.6,98.9,68.2,0.022,10.33,110.0,99.6,67.9,0.014,-1,0
5964,-1.28,97.6,98.9,68.2,0.022,19.53,110.1,90.6,63.6,0.039,-1,0
5965,-1.28,97.6,98.9,68.2,0.022,5.17,104.1,98.9,69.5,0.078,-1,0
5966,-1.28,97.6,98.9,68.2,0.022,-8.48,95.5,104.0,63.2,0.068,-1,0
5967,-1.28,97.6,98.9,68.2,0.022,3.55,109.6,106.0,66.9,-0.076,-1,0
5968,-1.28,97.6,98.9,68.2,0.022,12.94,110.1,97.2,68.0,0.026,-1,0
5969,-1.28,97.6,98.9,68.2,0.022,7.3,105.6,98.3,68.5,0.025,-1,0
5970,-1.28,97.6,98.9,68.2,0.022,12.67,110.2,97.6,65.4,-0.018,-1,1
5971,-1.28,97.6,98.9,68.2,0.022,-11.8,99.9,111.7,71.8,-0.071,-1,1
5972,-1.28,97.6,98.9,68.2,0.022,-3.63,96.7,100.3,69.9,-0.032,-1,0
5973,-1.28,97.6,98.9,68.2,0.022,-12.31,93.7,106.0,69.3,0.034,-1,1
5974,-1.28,97.6,98.9,68.2,0.022,-21.52,97.8,119.3,67.1,0.009,1,1
5975,-1.28,97.6,98.9,68.2,0.022,-22.53,92.7,115.3,70.8,-0.1,1,1
5976,-1.28,97.6,98.9,68.2,0.022,-8.09,97.3,105.4,67.8,0.128,-1,0
5977,-1.28,97.6,98.9,68.2,0.022,-9.2,93.3,102.5,63.7,-0.002,-1,0
5978,-1.28,97.6,98.9,68.2,0.022,-13.5,87.3,100.8,66.6,0.034,1,1
5979,-1.28,97.6,98.9,68.2,0.022,-13.19,97.1,110.3,69.4,-0.002,1,1
5980,-1.28,97.6,98.9,68.2,0.022,-9.94,97.1,107.0,70.3,-0.034,-1,1
5981,-1.28,97.6,98.9,68.2,0.022,-12.73,94.9,107.6,65.5,0.097,-1,1
5982,-1.28,97.6,98.9,68.2,0.022,-16.68,93.1,109.8,65.8,0.039,-1,1
5983,-1.28,97.6,98.9,68.2,0.022,-12.31,93.7,106.0,69.3,0.034,1,1
5984,-1.28,97.6,98.9,68.2,0.022,-3.63,96.7,100.3,69.9,-0.032,1,0
5985,-1.28,97.6,98.9,68.2,0.022,-22.53,92.7,115.3,70.8,-0.1,-1,1
5986,-1.28,97.6,98.9,68.2,0.022,-21.52,97.8,119.3,67.1,0.009,-1,1
5987,-1.28,97.6,98.9,68.2,0.022,-9.2,93.3,102.5,63.7,-0.002,1,1
